Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
1430000051,300269,Hospital G. Universitario J.M. Morales Meseguer,Región de Murcia,Murcia,Murcia,Avenida Marques de Los Vélez 0,30008,968240601,394,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000053,300079,Hospital La Vega Grupo Ha,Región de Murcia,Murcia,Murcia,Calle Doctor Román Alberca S/N,30008,968278100,142,Hospitales Generales,Privados,,Concierto parcial,NO
1430000054,300161,Santo y Real Hospital de Caridad,Región de Murcia,Murcia,Cartagena,Camino Barrio Peral S/N,30310,968510300,154,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430000055,300050,Hospital Quironsalud Murcia,Región de Murcia,Murcia,Murcia,Calle Miguel Hernández 12,30011,968365000,131,Hospitales Generales,Privados,,Concierto parcial,SI
1430000056,300098,Sanatorio Dr. Muñoz,Región de Murcia,Murcia,Murcia,Carretera Cartagena 59,30120,968885550,50,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1430000057,300275,Hospital Ibermutuamur - Patología Laboral,Región de Murcia,Murcia,Murcia,Calle Antonio Rocamora 4,30100,968394000,26,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1430000058,300281,Hospital de La Vega Lorenzo Guirao,Región de Murcia,Murcia,Cieza,Carretera De Abaran S/N,30530,968775550,124,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000059,300243,Hospital Virgen del Castillo,Región de Murcia,Murcia,Yecla,Avenida De La Feria S/N,30510,968719804,98,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000060,300011,Hospital Clínico Universitario Virgen de La Arrixaca,Región de Murcia,Murcia,Murcia,Carretera Madrid-Cartagena S/N,30120,968369500,937,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000061,300124,Hospital Comarcal del Noroeste,Región de Murcia,Murcia,Caravaca de la Cruz,Avenida Miguel Espinosa S/N,30400,968709100,115,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000062,300145,Hospital Santa Maria del Rosell,Región de Murcia,Murcia,Cartagena,Paseo Alfonso Xia 61,30203,968504800,41,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1430000063,300256,Hospital Rafael Méndez,Región de Murcia,Murcia,Lorca,"Carretera Nacional 340, Km 589 S/N",30817,968445500,287,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000064,300217,Hospital Virgen del Alcázar de Lorca,Región de Murcia,Murcia,Lorca,Alameda De Los Tristes S/N,30800,968468600,175,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000065,300119,Hospital Viamed San José,Región de Murcia,Murcia,Alcantarilla,Calle Maestra Lola Meseguer S/N,30820,658762214,139,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000066,300196,Hospital Asilo de La Real Piedad de Cehegín,Región de Murcia,Murcia,Cehegín,Plaza Mesoncico 3,30430,968741156,40,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO
1430000067,300032,Hospital Psiquiátrico Román Alberca,Región de Murcia,Murcia,Murcia,Calle Lorca 58 CALLE LORCA 58,30120,968365800,105,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1430000068,300130,Hospital Centro Medico Virgen de La Caridad Caravaca,Región de Murcia,Murcia,Caravaca de la Cruz,Calle Doctor Robles S/N,30400,968705541,39,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430000348,300384,Hospital C. M. Virgen de La Caridad Cartagena,Región de Murcia,Murcia,Cartagena,Calle Jorge Juan 30,30205,968506666,59,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430002216,300373,Hospital Perpetuo Socorro Alameda,Región de Murcia,Murcia,Cartagena,Calle Alameda San Antón 6,30205,968510500,93,Otros Centros con Internamiento,Privados,,Concierto parcial,NO
1430006876,300406,Hospital del Guadalentín,Región de Murcia,Murcia,Mazarrón,Calle Jerez de La Frontera S/N URB CAMPOSOL SECOR A,30875,607758971,36,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1430006933,300395,Hospital IMED Virgen de La Fuensanta,Región de Murcia,Murcia,Murcia,Calle Padre Félix Sánchez Blanco 5,30009,639142354,37,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1531000729,310137,Hospital Reina Sofia,C. Foral de Navarra,Navarra,Tudela,Carretera Tarazona KM. 3 -,31500,848434000,190,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto parcial,SI
1531000730,310121,Hospital Garcia Orcoyen,C. Foral de Navarra,Navarra,Estella-Lizarra,Calle Santa Soria 22 -,31200,848435000,108,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1531000733,310060,Clínica Universidad de Navarra,C. Foral de Navarra,Navarra,Pamplona/Iruña,Avenida Pio Xia 36 -,31008,948255400,230,Hospitales Generales,Privados,,Concierto parcial,SI
1531000734,310109,Centro Hospitalario Benito Menni,C. Foral de Navarra,Navarra,Baztan,Calle Mendinueta S/N -,31700,948452162,158,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1531000736,310057,Clínica Psiquiatrica Padre Menni,C. Foral de Navarra,Navarra,Pamplona/Iruña,Calle Joaquín Beunza 45 -,31014,948140611,217,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Concierto parcial,NO
1531000737,310044,Hospital San Juan de Dios,C. Foral de Navarra,Navarra,Pamplona/Iruña,Calle Beloso Alto 3 -,31006,948231800,288,Hospitales Generales,Privados,,Sin concierto,NO
1531000738,310076,Clínica Arcángel San Miguel - Pamplona,C. Foral de Navarra,Navarra,Pamplona/Iruña,Calle Beloso Alto 32 -,31006,948296000,72,Hospitales Generales,Privados,,Sin concierto,NO
1531000739,310039,Centro San Francisco Javier,C. Foral de Navarra,Navarra,Pamplona/Iruña,Avenida Villava 53 -,31015,948422730,84,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1531000740,310142,Clínica Psico geriátrica Josefina Arregui,C. Foral de Navarra,Navarra,Altsasu/Alsasua,Calle Erburua S/N -,31800,948563850,21,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
1531002230,310150,Hospital Universitario de Navarra,C. Foral de Navarra,Navarra,Pamplona/Iruña,Calle Irunlarrea 3 -,31008,848422222,1077,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1601000003,010040,Hospital Vithas Vitoria,País Vasco,Álava,Vitoria-Gasteiz,Calle Beato Tomas de Zumarraga 10,01008,945140900,68,Hospitales Generales,Privados,,Sin concierto,NO
1601000004,010053,Hospital Quironsalud Vitoria,País Vasco,Álava,Vitoria-Gasteiz,Calle La Esperanza 3,01002,945252500,26,Hospitales Generales,Privados,,Concierto parcial,NO
1601000006,010088,Hospital de Leza,País Vasco,Álava,Laguardia,Calle Hospital de Leza 1,01309,945006900,63,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1601000007,010035,Red de Salud Mental de Araba (Hospital Psiquiátrico de Araba),País Vasco,Álava,Vitoria-Gasteiz,"Calle Álava, Calle/Kalea 43",01006,945006555,175,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1601000510,010090,Hospital Universitario Araba (Sede Txagorritxu y Sede Santiago),País Vasco,Álava,Vitoria-Gasteiz,Calle José Achotegui 1,01009,945007007,806,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000001,200049,Mutualia Clínica Pakea,País Vasco,Guipúzcoa,Donostia/San Sebastián,Paseo Arriola 26,20018,902540250,19,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Concierto parcial,NO
1620000002,200104,Policlínica Gipuzkoa,País Vasco,Guipúzcoa,Donostia/San Sebastián,Paseo Miramón 174,20014,943002800;943309550,149,Hospitales Generales,Privados,,Concierto parcial,NO
1620000005,200163,Hospital Bidasoa (Osi Bidasoa),País Vasco,Guipúzcoa,Hondarribia,Barrio Jaitzubia 154,20280,943007702;943007703,96,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000006,200258,Hospital de Mendaro (Osi Bajo Deba),País Vasco,Guipúzcoa,Mendaro,Calle Mendarozabal 2,20850,943032800,111,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000007,200185,Organización Sanitaria Integrada Debagoiena,País Vasco,Guipúzcoa,Arrasate/Mondragón,Avenida Nafarroa 16,20500,943035300,95,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000008,200219,Clínica Santa Maria de La Asunción (Inviza S. A.),País Vasco,Guipúzcoa,Tolosa,Cuesta Izaskungo Aldapa 9,20400,943697000,120,Hospitales Generales,Privados,,Concierto parcial,NO
1620000009,200245,Hospital de Zumarraga (Osi Goierri - Alto Urola),País Vasco,Guipúzcoa,Zumarraga,Grupo Argixao 1,20700,943035027,118,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000010,200261,Hospital Universitario Donostia,País Vasco,Guipúzcoa,Donostia/San Sebastián,Paseo Doctor Begiristain 109,20014,943007060,1034,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1620000011,200132,Fundacion Onkologikoa Fundazioa,País Vasco,Guipúzcoa,Donostia/San Sebastián,Paseo Doctor Begiristain 121,20014,943328000,26,Hospitales especializados,Privados,,Sin concierto,SI
1620000012,200071,Hospital Ricardo Bermingham,País Vasco,Guipúzcoa,Donostia/San Sebastián,"Camino Los Pinos, Camino/Bidea 35",20018,943317102,123,Hospitales de media y larga estancia,Privados,,Concierto parcial,SI
1620000013,200271,Hospital San Juan de Dios Donostia,País Vasco,Guipúzcoa,Donostia/San Sebastián,Camino San Juan de Dios 12,20009,943460033,81,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Red de utilización pública (RUP),NO
1620000014,200198,Hospital Aita Menni,País Vasco,Guipúzcoa,Arrasate/Mondragón,Barrio Gesalibar 15,20509,943794411,437,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
1620000015,200202,Hospital Psiquiátrico San Juan de Dios,País Vasco,Guipúzcoa,Arrasate/Mondragón,Barrio Gesalibar 14,20509,943793078,276,Hospitales de salud mental y tratamiento de toxicomanías,Organizaciones No Gubernamentales,,Concierto parcial,NO
1620000016,200230,"Sanatorio Usurbil, S. L.",País Vasco,Guipúzcoa,Usurbil,"Barrio Urdaiaga, Barrio/Auzoa 48",20170,943361124,80,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
1648000005,480078,Hospital Universitario Basurto,País Vasco,Vizcaya,Bilbao,Avenida Montevideo 16,48013,944006000,697,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1648000006,480046,Hospital Cruz Roja de Bilbao - Victoria Eugenia,País Vasco,Vizcaya,Bilbao,Alameda Urquijo 65,48013,944434792,68,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
1648000008,480097,Clínica Virgen Blanca,País Vasco,Vizcaya,Bilbao,Calle Maestro Mendiri 2,48006,944127011,74,Hospitales Generales,Privados,,Sin concierto,NO
1648000010,480123,"Clínica Guimon, S.A.",País Vasco,Vizcaya,Bilbao,Calle Manuel Allende 24,48010,944215200,42,Hospitales Generales,Privados,,Sin concierto,NO
1648000011,480059,Sanatorio Bilbaíno,País Vasco,Vizcaya,Bilbao,Calle Gordoniz 18,48010,944430150,44,Hospitales Generales,Organizaciones No Gubernamentales,,Sin concierto,NO
1648000012,480160,"Clínica Indautxu, S.A.",País Vasco,Vizcaya,Bilbao,Calle Gordoniz 9,48010,639141723;944445012,36,Hospitales Generales,Privados,,Sin concierto,NO
1648000013,480176,Hospital Universitario Cruces,País Vasco,Vizcaya,Barakaldo,Plaza Cruces 11,48903,946006000,981,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Estatal,,Sin concierto,SI
1648000014,480182,Hospital San Eloy,País Vasco,Vizcaya,Barakaldo,Avenida Miranda 5,48902,944006733,128,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1648000015,480209,Hospital Galdakao-Usansolo,País Vasco,Vizcaya,Galdakao,Calle Labeaga 46A,48960,944007000,481,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1648000016,480255,Hospital San Juan de Dios,País Vasco,Vizcaya,Santurtzi,Avenida Cristóbal de Murrieta 70,48980,902012450;944939900,100,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,NO
1648000017,480305,Hospital Quironsalud Bizkaia,País Vasco,Vizcaya,Erandio,Carretera Leioa-Unbe 33,48950,902445595;944898000,110,Hospitales Generales,Privados,,Sin concierto,NO
1648000018,480025,Hospital Intermutual de Euskadi,País Vasco,Vizcaya,Bilbao,"Calle Fontecha y Salazar, Calle/Kalea 6",48007,944132381,44,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1648000019,480031,Clínica Ercilla Mutualia,País Vasco,Vizcaya,Bilbao,"Calle Ercilla, Calle/Kalea 10",48009,944252500;944252502,22,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Concierto parcial,NO
1648000020,480010,Hospital Santa Marina,País Vasco,Vizcaya,Bilbao,"Carretera Santa Marina, Carretera/Errepidea 41",48004,944006900,234,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000021,480216,Hospital de Gorliz,País Vasco,Vizcaya,Gorliz,Paseo Urezarantza 1,48630,944006603,149,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000022,480293,Avances Médicos S.A.,País Vasco,Vizcaya,Santurtzi,"Avenida Cristóbal de Murrieta, Avenida/Etorbidea 70",48980,944947071,24,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1648000023,480195,Hospital de Bermeo,País Vasco,Vizcaya,Bermeo,Calle Tonpoi Bidea 0,48370,946029000,188,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000025,480268,Hospital de Zaldibar,País Vasco,Vizcaya,Zaldibar,Avenida Bilbo S/N,48250,946032800,120,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648000026,480274,Hospital de Zamudio,País Vasco,Vizcaya,Zamudio,Barrio Arteaga 45,48170,944006524,142,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1648002635,480316,Clínica Imq Zorrotzaurre,País Vasco,Vizcaya,Bilbao,Calle Ballets Olaeta 4,48014,944755000,128,Hospitales Generales,Privados,,Sin concierto,NO
1648004434,480327,Hospital Urduliz Ospitalea,País Vasco,Vizcaya,Urduliz,Calle Goieta 32,48610,946134800,128,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1726000067,260048,Hospital de La Rioja,La Rioja,La Rioja,Logroño,Avenida Avenida de Viana 1,26071,941298401,68,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1726000080,260109,Clínica Los Manzanos,La Rioja,La Rioja,Lardero,Calle Hnos. Maristas S/N,26140,941499490,52,Hospitales Generales,Privados,,Sin concierto,NO
1726000383,260121,Centro Sociosanitario de Convalecencia Los Jazmines,La Rioja,La Rioja,Haro,Calle Severo Ochoa 5,26200,941303650,26,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
1726000542,260099,Fundacion Hospital Calahorra,La Rioja,La Rioja,Calahorra,Carretera Carretera de Logroño S/N,26500,941151000,80,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1726000576,260027,Hospital Universitario San Pedro,La Rioja,La Rioja,Logroño,Calle Piqueras 98,26006,941298000,522,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1726000699,260110,Centro Asistencial Albelda de Iregua,La Rioja,La Rioja,Albelda de Iregua,Carretera De Soria KM. 8,26120,941279220,140,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1726000825,260132,Centro Sociosanitario de Convalecencia Nuestra Señora Virgen del Carmen,La Rioja,La Rioja,Calahorra,Calle Severo Ochoa S/N,26500,941010000,75,Hospitales de media y larga estancia,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Red de utilización pública (RUP),NO
1726000846,260051,Policlínico Riojano Nuestra Señora de Valvanera,La Rioja,La Rioja,Logroño,Calle Ramon y Cajal S/N,26006,941211900,87,Hospitales de media y larga estancia,Privados,,Concierto sustitutorio,NO
1851000001,510039,Hospital Universitario de Ceuta,Ceuta,Ceuta,Ceuta,Calle Loma Colmenar S/N,51003,856907000,246,Hospitales Generales,Instituto de Gestión Sanitaria-Ingesa,,Sin concierto,SI
1952000109,520018,Hospital Comarcal,Melilla,Melilla,Melilla,Calle Remonta 2,52005,952670000,168,Hospitales Generales,Instituto de Gestión Sanitaria-Ingesa,,Sin concierto,NO
